"date","country","species","mentions"
2015-12-27,"DE","Eriocheir sinensis",0
2015-12-27,"DK","Eriocheir sinensis",0
2015-12-27,"EE","Eriocheir sinensis",0
2015-12-27,"ES","Eriocheir sinensis",0
2015-12-27,"FI","Eriocheir sinensis",0
2015-12-27,"FR","Eriocheir sinensis",0
2015-12-27,"GB","Eriocheir sinensis",0
2015-12-27,"GR","Eriocheir sinensis",0
2015-12-27,"HR","Eriocheir sinensis",0
2015-12-27,"HU","Eriocheir sinensis",0
2015-12-27,"IE","Eriocheir sinensis",0
2015-12-27,"IT","Eriocheir sinensis",0
2015-12-27,"LT","Eriocheir sinensis",0
2015-12-27,"LU","Eriocheir sinensis",0
2015-12-27,"LV","Eriocheir sinensis",0
2015-12-27,"MT","Eriocheir sinensis",0
2015-12-27,"NL","Eriocheir sinensis",0
2015-12-27,"PL","Eriocheir sinensis",0
2015-12-27,"PT","Eriocheir sinensis",0
2015-12-27,"RO","Eriocheir sinensis",0
2015-12-27,"SE","Eriocheir sinensis",0
2015-12-27,"SI","Eriocheir sinensis",0
2015-12-27,"SK","Eriocheir sinensis",0
2015-12-27,"AT","Faxonius limosus",0
2015-12-27,"BE","Faxonius limosus",0
2015-12-27,"BG","Faxonius limosus",0
2015-12-27,"CY","Faxonius limosus",0
2015-12-27,"CZ","Faxonius limosus",0
2015-12-27,"DE","Faxonius limosus",0
2015-12-27,"DK","Faxonius limosus",0
2015-12-27,"EE","Faxonius limosus",0
2015-12-27,"ES","Faxonius limosus",0
2015-12-27,"FI","Faxonius limosus",0
2015-12-27,"FR","Faxonius limosus",0
2015-12-27,"GB","Faxonius limosus",0
2015-12-27,"GR","Faxonius limosus",0
2015-12-27,"HR","Faxonius limosus",0
2015-12-27,"HU","Faxonius limosus",0
2015-12-27,"IE","Faxonius limosus",0
2015-12-27,"IT","Faxonius limosus",0
2015-12-27,"LT","Faxonius limosus",0
2015-12-27,"LU","Faxonius limosus",0
2015-12-27,"LV","Faxonius limosus",0
2015-12-27,"MT","Faxonius limosus",0
2015-12-27,"NL","Faxonius limosus",0
2015-12-27,"PL","Faxonius limosus",0
2015-12-27,"PT","Faxonius limosus",0
2015-12-27,"RO","Faxonius limosus",0
2015-12-27,"SE","Faxonius limosus",0
2015-12-27,"SI","Faxonius limosus",0
2015-12-27,"SK","Faxonius limosus",0
2015-12-27,"AT","Faxonius rusticus",0
2015-12-27,"BE","Faxonius rusticus",0
2015-12-27,"BG","Faxonius rusticus",0
2015-12-27,"CY","Faxonius rusticus",0
2015-12-27,"CZ","Faxonius rusticus",0
2015-12-27,"DE","Faxonius rusticus",0
2015-12-27,"DK","Faxonius rusticus",0
2015-12-27,"EE","Faxonius rusticus",0
2015-12-27,"ES","Faxonius rusticus",0
2015-12-27,"FI","Faxonius rusticus",0
2015-12-27,"FR","Faxonius rusticus",0
2015-12-27,"GB","Faxonius rusticus",0
2015-12-27,"GR","Faxonius rusticus",0
2015-12-27,"HR","Faxonius rusticus",0
2015-12-27,"HU","Faxonius rusticus",0
2015-12-27,"IE","Faxonius rusticus",0
2015-12-27,"IT","Faxonius rusticus",0
2015-12-27,"LT","Faxonius rusticus",0
2015-12-27,"LU","Faxonius rusticus",0
2015-12-27,"LV","Faxonius rusticus",0
2015-12-27,"MT","Faxonius rusticus",0
2015-12-27,"NL","Faxonius rusticus",0
2015-12-27,"PL","Faxonius rusticus",0
2015-12-27,"PT","Faxonius rusticus",0
2015-12-27,"RO","Faxonius rusticus",0
2015-12-27,"SE","Faxonius rusticus",0
2015-12-27,"SI","Faxonius rusticus",0
2015-12-27,"SK","Faxonius rusticus",0
2015-12-27,"AT","Faxonius virilis",0
2015-12-27,"BE","Faxonius virilis",0
2015-12-27,"BG","Faxonius virilis",0
2015-12-27,"CY","Faxonius virilis",0
2015-12-27,"CZ","Faxonius virilis",0
2015-12-27,"DE","Faxonius virilis",0
2015-12-27,"DK","Faxonius virilis",0
2015-12-27,"EE","Faxonius virilis",0
2015-12-27,"ES","Faxonius virilis",0
2015-12-27,"FI","Faxonius virilis",0
2015-12-27,"FR","Faxonius virilis",0
2015-12-27,"GB","Faxonius virilis",0
2015-12-27,"GR","Faxonius virilis",0
2015-12-27,"HR","Faxonius virilis",0
2015-12-27,"HU","Faxonius virilis",0
2015-12-27,"IE","Faxonius virilis",0
2015-12-27,"IT","Faxonius virilis",0
2015-12-27,"LT","Faxonius virilis",0
2015-12-27,"LU","Faxonius virilis",0
2015-12-27,"LV","Faxonius virilis",0
2015-12-27,"MT","Faxonius virilis",0
2015-12-27,"NL","Faxonius virilis",0
2015-12-27,"PL","Faxonius virilis",0
2015-12-27,"PT","Faxonius virilis",0
2015-12-27,"RO","Faxonius virilis",0
2015-12-27,"SE","Faxonius virilis",0
2015-12-27,"SI","Faxonius virilis",0
2015-12-27,"SK","Faxonius virilis",0
2015-12-27,"AT","Fundulus heteroclitus",0
2015-12-27,"BE","Fundulus heteroclitus",0
2015-12-27,"BG","Fundulus heteroclitus",0
2015-12-27,"CY","Fundulus heteroclitus",0
2015-12-27,"CZ","Fundulus heteroclitus",0
2015-12-27,"DE","Fundulus heteroclitus",0
2015-12-27,"DK","Fundulus heteroclitus",0
2015-12-27,"EE","Fundulus heteroclitus",0
2015-12-27,"ES","Fundulus heteroclitus",0
2015-12-27,"FI","Fundulus heteroclitus",0
2015-12-27,"FR","Fundulus heteroclitus",0
2015-12-27,"GB","Fundulus heteroclitus",0
2015-12-27,"GR","Fundulus heteroclitus",0
2015-12-27,"HR","Fundulus heteroclitus",0
2015-12-27,"HU","Fundulus heteroclitus",0
2015-12-27,"IE","Fundulus heteroclitus",0
2015-12-27,"IT","Fundulus heteroclitus",0
2015-12-27,"LT","Fundulus heteroclitus",0
2015-12-27,"LU","Fundulus heteroclitus",0
2015-12-27,"LV","Fundulus heteroclitus",0
2015-12-27,"MT","Fundulus heteroclitus",0
2015-12-27,"NL","Fundulus heteroclitus",0
2015-12-27,"PL","Fundulus heteroclitus",0
2015-12-27,"PT","Fundulus heteroclitus",0
2015-12-27,"RO","Fundulus heteroclitus",0
2015-12-27,"SE","Fundulus heteroclitus",0
2015-12-27,"SI","Fundulus heteroclitus",0
2015-12-27,"SK","Fundulus heteroclitus",0
2015-12-27,"AT","Gambusia affinis",0
2015-12-27,"BE","Gambusia affinis",0
2015-12-27,"BG","Gambusia affinis",0
2015-12-27,"CY","Gambusia affinis",0
2015-12-27,"CZ","Gambusia affinis",0
2015-12-27,"DE","Gambusia affinis",0
2015-12-27,"DK","Gambusia affinis",0
2015-12-27,"EE","Gambusia affinis",0
2015-12-27,"ES","Gambusia affinis",0
2015-12-27,"FI","Gambusia affinis",0
2015-12-27,"FR","Gambusia affinis",0
2015-12-27,"GB","Gambusia affinis",0
2015-12-27,"GR","Gambusia affinis",0
2015-12-27,"HR","Gambusia affinis",0
2015-12-27,"HU","Gambusia affinis",0
2015-12-27,"IE","Gambusia affinis",0
2015-12-27,"IT","Gambusia affinis",0
2015-12-27,"LT","Gambusia affinis",0
2015-12-27,"LU","Gambusia affinis",0
2015-12-27,"LV","Gambusia affinis",0
2015-12-27,"MT","Gambusia affinis",0
2015-12-27,"NL","Gambusia affinis",0
2015-12-27,"PL","Gambusia affinis",0
2015-12-27,"PT","Gambusia affinis",0
2015-12-27,"RO","Gambusia affinis",0
2015-12-27,"SE","Gambusia affinis",0
2015-12-27,"SI","Gambusia affinis",0
2015-12-27,"SK","Gambusia affinis",0
2015-12-27,"AT","Gambusia holbrooki",0
2015-12-27,"BE","Gambusia holbrooki",0
2015-12-27,"BG","Gambusia holbrooki",0
2015-12-27,"CY","Gambusia holbrooki",0
2015-12-27,"CZ","Gambusia holbrooki",0
2015-12-27,"DE","Gambusia holbrooki",0
2015-12-27,"DK","Gambusia holbrooki",0
2015-12-27,"EE","Gambusia holbrooki",0
2015-12-27,"ES","Gambusia holbrooki",0
2015-12-27,"FI","Gambusia holbrooki",0
2015-12-27,"FR","Gambusia holbrooki",0
2015-12-27,"GB","Gambusia holbrooki",0
2015-12-27,"GR","Gambusia holbrooki",0
2015-12-27,"HR","Gambusia holbrooki",0
2015-12-27,"HU","Gambusia holbrooki",0
2015-12-27,"IE","Gambusia holbrooki",0
2015-12-27,"IT","Gambusia holbrooki",0
2015-12-27,"LT","Gambusia holbrooki",0
2015-12-27,"LU","Gambusia holbrooki",0
2015-12-27,"LV","Gambusia holbrooki",0
2015-12-27,"MT","Gambusia holbrooki",0
2015-12-27,"NL","Gambusia holbrooki",0
2015-12-27,"PL","Gambusia holbrooki",0
2015-12-27,"PT","Gambusia holbrooki",0
2015-12-27,"RO","Gambusia holbrooki",0
2015-12-27,"SE","Gambusia holbrooki",0
2015-12-27,"SI","Gambusia holbrooki",0
2015-12-27,"SK","Gambusia holbrooki",0
2015-12-27,"AT","Gunnera tinctoria",0
2015-12-27,"BE","Gunnera tinctoria",0
2015-12-27,"BG","Gunnera tinctoria",0
2015-12-27,"CY","Gunnera tinctoria",0
2015-12-27,"CZ","Gunnera tinctoria",0
2015-12-27,"DE","Gunnera tinctoria",0
2015-12-27,"DK","Gunnera tinctoria",0
2015-12-27,"EE","Gunnera tinctoria",0
2015-12-27,"ES","Gunnera tinctoria",0
2015-12-27,"FI","Gunnera tinctoria",0
2015-12-27,"FR","Gunnera tinctoria",0
2015-12-27,"GB","Gunnera tinctoria",0
2015-12-27,"GR","Gunnera tinctoria",0
2015-12-27,"HR","Gunnera tinctoria",0
2015-12-27,"HU","Gunnera tinctoria",0
2015-12-27,"IE","Gunnera tinctoria",0
2015-12-27,"IT","Gunnera tinctoria",0
2015-12-27,"LT","Gunnera tinctoria",0
2015-12-27,"LU","Gunnera tinctoria",0
2015-12-27,"LV","Gunnera tinctoria",0
2015-12-27,"MT","Gunnera tinctoria",0
2015-12-27,"NL","Gunnera tinctoria",0
2015-12-27,"PL","Gunnera tinctoria",0
2015-12-27,"PT","Gunnera tinctoria",0
2015-12-27,"RO","Gunnera tinctoria",0
2015-12-27,"SE","Gunnera tinctoria",0
2015-12-27,"SI","Gunnera tinctoria",0
2015-12-27,"SK","Gunnera tinctoria",0
2015-12-27,"AT","Gymnocoronis spilanthoides",0
2015-12-27,"BE","Gymnocoronis spilanthoides",0
2015-12-27,"BG","Gymnocoronis spilanthoides",0
2015-12-27,"CY","Gymnocoronis spilanthoides",0
2015-12-27,"CZ","Gymnocoronis spilanthoides",0
2015-12-27,"DE","Gymnocoronis spilanthoides",0
2015-12-27,"DK","Gymnocoronis spilanthoides",0
2015-12-27,"EE","Gymnocoronis spilanthoides",0
2015-12-27,"ES","Gymnocoronis spilanthoides",0
2015-12-27,"FI","Gymnocoronis spilanthoides",0
2015-12-27,"FR","Gymnocoronis spilanthoides",0
2015-12-27,"GB","Gymnocoronis spilanthoides",0
2015-12-27,"GR","Gymnocoronis spilanthoides",0
2015-12-27,"HR","Gymnocoronis spilanthoides",0
2015-12-27,"HU","Gymnocoronis spilanthoides",0
2015-12-27,"IE","Gymnocoronis spilanthoides",0
2015-12-27,"IT","Gymnocoronis spilanthoides",0
2015-12-27,"LT","Gymnocoronis spilanthoides",0
2015-12-27,"LU","Gymnocoronis spilanthoides",0
2015-12-27,"LV","Gymnocoronis spilanthoides",0
2015-12-27,"MT","Gymnocoronis spilanthoides",0
2015-12-27,"NL","Gymnocoronis spilanthoides",0
2015-12-27,"PL","Gymnocoronis spilanthoides",0
2015-12-27,"PT","Gymnocoronis spilanthoides",0
2015-12-27,"RO","Gymnocoronis spilanthoides",0
2015-12-27,"SE","Gymnocoronis spilanthoides",0
2015-12-27,"SI","Gymnocoronis spilanthoides",0
2015-12-27,"SK","Gymnocoronis spilanthoides",0
2015-12-27,"AT","Hakea sericea",0
2015-12-27,"BE","Hakea sericea",0
2015-12-27,"BG","Hakea sericea",0
2015-12-27,"CY","Hakea sericea",0
2015-12-27,"CZ","Hakea sericea",0
2015-12-27,"DE","Hakea sericea",0
2015-12-27,"DK","Hakea sericea",0
2015-12-27,"EE","Hakea sericea",0
2015-12-27,"ES","Hakea sericea",0
2015-12-27,"FI","Hakea sericea",0
2015-12-27,"FR","Hakea sericea",0
2015-12-27,"GB","Hakea sericea",0
2015-12-27,"GR","Hakea sericea",0
2015-12-27,"HR","Hakea sericea",0
2015-12-27,"HU","Hakea sericea",0
2015-12-27,"IE","Hakea sericea",0
2015-12-27,"IT","Hakea sericea",0
2015-12-27,"LT","Hakea sericea",0
2015-12-27,"LU","Hakea sericea",0
2015-12-27,"LV","Hakea sericea",0
2015-12-27,"MT","Hakea sericea",0
2015-12-27,"NL","Hakea sericea",0
2015-12-27,"PL","Hakea sericea",0
2015-12-27,"PT","Hakea sericea",0
2015-12-27,"RO","Hakea sericea",0
2015-12-27,"SE","Hakea sericea",0
2015-12-27,"SI","Hakea sericea",0
2015-12-27,"SK","Hakea sericea",0
2015-12-27,"AT","Heracleum mantegazzianum",0
2015-12-27,"BE","Heracleum mantegazzianum",0
2015-12-27,"BG","Heracleum mantegazzianum",0
2015-12-27,"CY","Heracleum mantegazzianum",0
2015-12-27,"CZ","Heracleum mantegazzianum",0
2015-12-27,"DE","Heracleum mantegazzianum",0
2015-12-27,"DK","Heracleum mantegazzianum",0
2015-12-27,"EE","Heracleum mantegazzianum",0
2015-12-27,"ES","Heracleum mantegazzianum",0
2015-12-27,"FI","Heracleum mantegazzianum",0
2015-12-27,"FR","Heracleum mantegazzianum",0
2015-12-27,"GB","Heracleum mantegazzianum",0
2015-12-27,"GR","Heracleum mantegazzianum",0
2015-12-27,"HR","Heracleum mantegazzianum",0
2015-12-27,"HU","Heracleum mantegazzianum",0
2015-12-27,"IE","Heracleum mantegazzianum",0
2015-12-27,"IT","Heracleum mantegazzianum",0
2015-12-27,"LT","Heracleum mantegazzianum",0
2015-12-27,"LU","Heracleum mantegazzianum",0
2015-12-27,"LV","Heracleum mantegazzianum",0
2015-12-27,"MT","Heracleum mantegazzianum",0
2015-12-27,"NL","Heracleum mantegazzianum",0
2015-12-27,"PL","Heracleum mantegazzianum",0
2015-12-27,"PT","Heracleum mantegazzianum",0
2015-12-27,"RO","Heracleum mantegazzianum",0
2015-12-27,"SE","Heracleum mantegazzianum",0
2015-12-27,"SI","Heracleum mantegazzianum",0
2015-12-27,"SK","Heracleum mantegazzianum",0
2015-12-27,"AT","Heracleum persicum",0
2015-12-27,"BE","Heracleum persicum",0
2015-12-27,"BG","Heracleum persicum",0
2015-12-27,"CY","Heracleum persicum",0
2015-12-27,"CZ","Heracleum persicum",0
2015-12-27,"DE","Heracleum persicum",0
2015-12-27,"DK","Heracleum persicum",0
2015-12-27,"EE","Heracleum persicum",0
2015-12-27,"ES","Heracleum persicum",0
2015-12-27,"FI","Heracleum persicum",0
2015-12-27,"FR","Heracleum persicum",0
2015-12-27,"GB","Heracleum persicum",0
2015-12-27,"GR","Heracleum persicum",0
2015-12-27,"HR","Heracleum persicum",0
2015-12-27,"HU","Heracleum persicum",0
2015-12-27,"IE","Heracleum persicum",0
2015-12-27,"IT","Heracleum persicum",0
2015-12-27,"LT","Heracleum persicum",0
2015-12-27,"LU","Heracleum persicum",0
2015-12-27,"LV","Heracleum persicum",0
2015-12-27,"MT","Heracleum persicum",0
2015-12-27,"NL","Heracleum persicum",0
2015-12-27,"PL","Heracleum persicum",0
2015-12-27,"PT","Heracleum persicum",0
2015-12-27,"RO","Heracleum persicum",0
2015-12-27,"SE","Heracleum persicum",0
2015-12-27,"SI","Heracleum persicum",0
2015-12-27,"SK","Heracleum persicum",0
2015-12-27,"AT","Heracleum sosnowskyi",0
2015-12-27,"BE","Heracleum sosnowskyi",0
2015-12-27,"BG","Heracleum sosnowskyi",0
2015-12-27,"CY","Heracleum sosnowskyi",0
2015-12-27,"CZ","Heracleum sosnowskyi",0
2015-12-27,"DE","Heracleum sosnowskyi",0
2015-12-27,"DK","Heracleum sosnowskyi",0
2015-12-27,"EE","Heracleum sosnowskyi",0
2015-12-27,"ES","Heracleum sosnowskyi",0
2015-12-27,"FI","Heracleum sosnowskyi",0
2015-12-27,"FR","Heracleum sosnowskyi",0
2015-12-27,"GB","Heracleum sosnowskyi",0
2015-12-27,"GR","Heracleum sosnowskyi",0
2015-12-27,"HR","Heracleum sosnowskyi",0
2015-12-27,"HU","Heracleum sosnowskyi",0
2015-12-27,"IE","Heracleum sosnowskyi",0
2015-12-27,"IT","Heracleum sosnowskyi",0
2015-12-27,"LT","Heracleum sosnowskyi",0
2015-12-27,"LU","Heracleum sosnowskyi",0
2015-12-27,"LV","Heracleum sosnowskyi",0
2015-12-27,"MT","Heracleum sosnowskyi",0
2015-12-27,"NL","Heracleum sosnowskyi",0
2015-12-27,"PL","Heracleum sosnowskyi",39.7067480492891
2015-12-27,"PT","Heracleum sosnowskyi",0
2015-12-27,"RO","Heracleum sosnowskyi",0
2015-12-27,"SE","Heracleum sosnowskyi",0
2015-12-27,"SI","Heracleum sosnowskyi",0
2015-12-27,"SK","Heracleum sosnowskyi",0
2015-12-27,"AT","Herpestes auropunctatus",0
2015-12-27,"BE","Herpestes auropunctatus",0
2015-12-27,"BG","Herpestes auropunctatus",0
2015-12-27,"CY","Herpestes auropunctatus",0
2015-12-27,"CZ","Herpestes auropunctatus",0
2015-12-27,"DE","Herpestes auropunctatus",0
2015-12-27,"DK","Herpestes auropunctatus",0
2015-12-27,"EE","Herpestes auropunctatus",0
2015-12-27,"ES","Herpestes auropunctatus",0
2015-12-27,"FI","Herpestes auropunctatus",0
2015-12-27,"FR","Herpestes auropunctatus",0
2015-12-27,"GB","Herpestes auropunctatus",0
2015-12-27,"GR","Herpestes auropunctatus",0
2015-12-27,"HR","Herpestes auropunctatus",0
2015-12-27,"HU","Herpestes auropunctatus",0
2015-12-27,"IE","Herpestes auropunctatus",0
2015-12-27,"IT","Herpestes auropunctatus",0
2015-12-27,"LT","Herpestes auropunctatus",0
2015-12-27,"LU","Herpestes auropunctatus",0
2015-12-27,"LV","Herpestes auropunctatus",0
2015-12-27,"MT","Herpestes auropunctatus",0
2015-12-27,"NL","Herpestes auropunctatus",0
2015-12-27,"PL","Herpestes auropunctatus",0
2015-12-27,"PT","Herpestes auropunctatus",0
2015-12-27,"RO","Herpestes auropunctatus",0
2015-12-27,"SE","Herpestes auropunctatus",0
2015-12-27,"SI","Herpestes auropunctatus",0
2015-12-27,"SK","Herpestes auropunctatus",0
2015-12-27,"AT","Humulus scandens",0
2015-12-27,"BE","Humulus scandens",0
2015-12-27,"BG","Humulus scandens",0
2015-12-27,"CY","Humulus scandens",0
2015-12-27,"CZ","Humulus scandens",0
2015-12-27,"DE","Humulus scandens",0
2015-12-27,"DK","Humulus scandens",0
2015-12-27,"EE","Humulus scandens",0
2015-12-27,"ES","Humulus scandens",0
2015-12-27,"FI","Humulus scandens",0
2015-12-27,"FR","Humulus scandens",0
2015-12-27,"GB","Humulus scandens",0
2015-12-27,"GR","Humulus scandens",0
2015-12-27,"HR","Humulus scandens",0
2015-12-27,"HU","Humulus scandens",0
2015-12-27,"IE","Humulus scandens",0
2015-12-27,"IT","Humulus scandens",0
2015-12-27,"LT","Humulus scandens",0
2015-12-27,"LU","Humulus scandens",0
2015-12-27,"LV","Humulus scandens",0
2015-12-27,"MT","Humulus scandens",0
2015-12-27,"NL","Humulus scandens",0
2015-12-27,"PL","Humulus scandens",0
2015-12-27,"PT","Humulus scandens",0
2015-12-27,"RO","Humulus scandens",0
2015-12-27,"SE","Humulus scandens",0
2015-12-27,"SI","Humulus scandens",0
2015-12-27,"SK","Humulus scandens",0
2015-12-27,"AT","Hydrocotyle ranunculoides",0
2015-12-27,"BE","Hydrocotyle ranunculoides",0
2015-12-27,"BG","Hydrocotyle ranunculoides",0
2015-12-27,"CY","Hydrocotyle ranunculoides",0
2015-12-27,"CZ","Hydrocotyle ranunculoides",0
2015-12-27,"DE","Hydrocotyle ranunculoides",0
2015-12-27,"DK","Hydrocotyle ranunculoides",0
2015-12-27,"EE","Hydrocotyle ranunculoides",0
2015-12-27,"ES","Hydrocotyle ranunculoides",0
2015-12-27,"FI","Hydrocotyle ranunculoides",0
2015-12-27,"FR","Hydrocotyle ranunculoides",0
2015-12-27,"GB","Hydrocotyle ranunculoides",0
2015-12-27,"GR","Hydrocotyle ranunculoides",0
2015-12-27,"HR","Hydrocotyle ranunculoides",0
2015-12-27,"HU","Hydrocotyle ranunculoides",0
2015-12-27,"IE","Hydrocotyle ranunculoides",0
2015-12-27,"IT","Hydrocotyle ranunculoides",0
2015-12-27,"LT","Hydrocotyle ranunculoides",0
2015-12-27,"LU","Hydrocotyle ranunculoides",0
2015-12-27,"LV","Hydrocotyle ranunculoides",0
2015-12-27,"MT","Hydrocotyle ranunculoides",0
2015-12-27,"NL","Hydrocotyle ranunculoides",0
2015-12-27,"PL","Hydrocotyle ranunculoides",0
2015-12-27,"PT","Hydrocotyle ranunculoides",0
2015-12-27,"RO","Hydrocotyle ranunculoides",0
2015-12-27,"SE","Hydrocotyle ranunculoides",0
2015-12-27,"SI","Hydrocotyle ranunculoides",0
2015-12-27,"SK","Hydrocotyle ranunculoides",0
2015-12-27,"AT","Impatiens glandulifera",0
2015-12-27,"BE","Impatiens glandulifera",0
2015-12-27,"BG","Impatiens glandulifera",0
2015-12-27,"CY","Impatiens glandulifera",0
2015-12-27,"CZ","Impatiens glandulifera",0
2015-12-27,"DE","Impatiens glandulifera",0
2015-12-27,"DK","Impatiens glandulifera",0
2015-12-27,"EE","Impatiens glandulifera",0
2015-12-27,"ES","Impatiens glandulifera",0
2015-12-27,"FI","Impatiens glandulifera",0
2015-12-27,"FR","Impatiens glandulifera",0
2015-12-27,"GB","Impatiens glandulifera",0
2015-12-27,"GR","Impatiens glandulifera",0
2015-12-27,"HR","Impatiens glandulifera",0
2015-12-27,"HU","Impatiens glandulifera",0
2015-12-27,"IE","Impatiens glandulifera",0
2015-12-27,"IT","Impatiens glandulifera",0
2015-12-27,"LT","Impatiens glandulifera",0
2015-12-27,"LU","Impatiens glandulifera",0
2015-12-27,"LV","Impatiens glandulifera",0
2015-12-27,"MT","Impatiens glandulifera",0
2015-12-27,"NL","Impatiens glandulifera",0
2015-12-27,"PL","Impatiens glandulifera",0
2015-12-27,"PT","Impatiens glandulifera",0
2015-12-27,"RO","Impatiens glandulifera",0
2015-12-27,"SE","Impatiens glandulifera",0
2015-12-27,"SI","Impatiens glandulifera",0
2015-12-27,"SK","Impatiens glandulifera",0
2015-12-27,"AT","Koenigia polystachya",0
2015-12-27,"BE","Koenigia polystachya",0
2015-12-27,"BG","Koenigia polystachya",0
2015-12-27,"CY","Koenigia polystachya",0
2015-12-27,"CZ","Koenigia polystachya",0
2015-12-27,"DE","Koenigia polystachya",0
2015-12-27,"DK","Koenigia polystachya",0
2015-12-27,"EE","Koenigia polystachya",0
2015-12-27,"ES","Koenigia polystachya",0
2015-12-27,"FI","Koenigia polystachya",0
2015-12-27,"FR","Koenigia polystachya",0
2015-12-27,"GB","Koenigia polystachya",0
2015-12-27,"GR","Koenigia polystachya",0
2015-12-27,"HR","Koenigia polystachya",0
2015-12-27,"HU","Koenigia polystachya",0
2015-12-27,"IE","Koenigia polystachya",0
2015-12-27,"IT","Koenigia polystachya",0
2015-12-27,"LT","Koenigia polystachya",0
2015-12-27,"LU","Koenigia polystachya",0
2015-12-27,"LV","Koenigia polystachya",0
2015-12-27,"MT","Koenigia polystachya",0
2015-12-27,"NL","Koenigia polystachya",0
2015-12-27,"PL","Koenigia polystachya",0
2015-12-27,"PT","Koenigia polystachya",0
2015-12-27,"RO","Koenigia polystachya",0
2015-12-27,"SE","Koenigia polystachya",0
2015-12-27,"SI","Koenigia polystachya",0
2015-12-27,"SK","Koenigia polystachya",0
2015-12-27,"AT","Lagarosiphon major",0
2015-12-27,"BE","Lagarosiphon major",0
2015-12-27,"BG","Lagarosiphon major",0
2015-12-27,"CY","Lagarosiphon major",0
2015-12-27,"CZ","Lagarosiphon major",0
2015-12-27,"DE","Lagarosiphon major",0
2015-12-27,"DK","Lagarosiphon major",0
2015-12-27,"EE","Lagarosiphon major",0
2015-12-27,"ES","Lagarosiphon major",0
2015-12-27,"FI","Lagarosiphon major",0
2015-12-27,"FR","Lagarosiphon major",0
2015-12-27,"GB","Lagarosiphon major",0
2015-12-27,"GR","Lagarosiphon major",0
2015-12-27,"HR","Lagarosiphon major",0
2015-12-27,"HU","Lagarosiphon major",0
2015-12-27,"IE","Lagarosiphon major",0
2015-12-27,"IT","Lagarosiphon major",0
2015-12-27,"LT","Lagarosiphon major",0
2015-12-27,"LU","Lagarosiphon major",0
2015-12-27,"LV","Lagarosiphon major",0
2015-12-27,"MT","Lagarosiphon major",0
2015-12-27,"NL","Lagarosiphon major",0
2015-12-27,"PL","Lagarosiphon major",0
2015-12-27,"PT","Lagarosiphon major",0
2015-12-27,"RO","Lagarosiphon major",0
2015-12-27,"SE","Lagarosiphon major",0
2015-12-27,"SI","Lagarosiphon major",0
2015-12-27,"SK","Lagarosiphon major",0
2015-12-27,"AT","Lampropeltis getula",0
2015-12-27,"BE","Lampropeltis getula",0
2015-12-27,"BG","Lampropeltis getula",0
2015-12-27,"CY","Lampropeltis getula",0
2015-12-27,"CZ","Lampropeltis getula",0
2015-12-27,"DE","Lampropeltis getula",0
2015-12-27,"DK","Lampropeltis getula",0
2015-12-27,"EE","Lampropeltis getula",0
2015-12-27,"ES","Lampropeltis getula",0
2015-12-27,"FI","Lampropeltis getula",0
2015-12-27,"FR","Lampropeltis getula",0
2015-12-27,"GB","Lampropeltis getula",0
2015-12-27,"GR","Lampropeltis getula",0
2015-12-27,"HR","Lampropeltis getula",0
2015-12-27,"HU","Lampropeltis getula",0
2015-12-27,"IE","Lampropeltis getula",0
2015-12-27,"IT","Lampropeltis getula",0
2015-12-27,"LT","Lampropeltis getula",0
2015-12-27,"LU","Lampropeltis getula",0
2015-12-27,"LV","Lampropeltis getula",0
2015-12-27,"MT","Lampropeltis getula",0
2015-12-27,"NL","Lampropeltis getula",0
2015-12-27,"PL","Lampropeltis getula",0
2015-12-27,"PT","Lampropeltis getula",0
2015-12-27,"RO","Lampropeltis getula",0
2015-12-27,"SE","Lampropeltis getula",0
2015-12-27,"SI","Lampropeltis getula",0
2015-12-27,"SK","Lampropeltis getula",0
2015-12-27,"AT","Lepomis gibbosus",0
2015-12-27,"BE","Lepomis gibbosus",0
2015-12-27,"BG","Lepomis gibbosus",0
2015-12-27,"CY","Lepomis gibbosus",0
2015-12-27,"CZ","Lepomis gibbosus",0
2015-12-27,"DE","Lepomis gibbosus",0
2015-12-27,"DK","Lepomis gibbosus",0
2015-12-27,"EE","Lepomis gibbosus",0
2015-12-27,"ES","Lepomis gibbosus",0
2015-12-27,"FI","Lepomis gibbosus",0
2015-12-27,"FR","Lepomis gibbosus",10.1784456186895
2015-12-27,"GB","Lepomis gibbosus",0
2015-12-27,"GR","Lepomis gibbosus",0
2015-12-27,"HR","Lepomis gibbosus",0
2015-12-27,"HU","Lepomis gibbosus",0
2015-12-27,"IE","Lepomis gibbosus",0
2015-12-27,"IT","Lepomis gibbosus",0
2015-12-27,"LT","Lepomis gibbosus",0
2015-12-27,"LU","Lepomis gibbosus",0
2015-12-27,"LV","Lepomis gibbosus",0
2015-12-27,"MT","Lepomis gibbosus",0
2015-12-27,"NL","Lepomis gibbosus",0
2015-12-27,"PL","Lepomis gibbosus",0
2015-12-27,"PT","Lepomis gibbosus",0
2015-12-27,"RO","Lepomis gibbosus",0
2015-12-27,"SE","Lepomis gibbosus",0
2015-12-27,"SI","Lepomis gibbosus",0
2015-12-27,"SK","Lepomis gibbosus",0
2015-12-27,"AT","Lespedeza cuneata",0
2015-12-27,"BE","Lespedeza cuneata",0
2015-12-27,"BG","Lespedeza cuneata",0
